Entry	Reviewed	Protein names	Gene Names	Organism	Length	InterPro	Pfam	Domain [CC]	Domain [FT]	Region
O06769	reviewed	Neutral ceramidase (N-CDase) (NCDase) (EC 3.5.1.23) (Acylsphingosine deacylase) (N-acylsphingosine amidohydrolase)	Rv0669c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637	IPR006823;IPR048153;IPR038445;IPR031331;IPR031329;	PF04734;PF17048;			
O07427	reviewed	Monoacylglycerol lipase (MGL) (EC 3.1.1.23)	Rv0183	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	279	IPR000073;IPR029058;IPR022742;IPR051044;	PF12146;			
O07732	reviewed	Bifunctional lipase/adenylate cyclase LipJ [Includes: Lipase (EC 3.1.1.-); Adenylate cyclase (EC 4.6.1.1) (Adenylyl cyclase)]	lipJ Rv1900c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	462	IPR001054;IPR050471;IPR000073;IPR029058;IPR029787;	PF00561;PF00211;	DOMAIN: Composed of an N-terminal alpha/beta-hydrolase domain and a C-terminal cyclase homology domain (CHD). {ECO:0000269|PubMed:15678099}.	DOMAIN 63..146; /note="AB hydrolase-1"; /evidence="ECO:0000255"; DOMAIN 297..408; /note="Guanylate cyclase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00099"	
O07783	reviewed	Ribonuclease VapC4 (RNase VapC4) (EC 3.1.-.-) (Toxin VapC4) (VapC-mt4)	vapC4 Rv0595c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	130	IPR029060;IPR002716;IPR050556;IPR022907;	PF01850;		DOMAIN 7..130; /note="PINc"; /evidence="ECO:0000255|HAMAP-Rule:MF_00265"	
O33194	reviewed	D-glycerol 3-phosphate phosphatase (D,L-glycerol 3-phosphate phosphatase) (G3P phosphatase)	Rv1692	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	353	IPR041065;IPR036412;IPR006357;IPR023214;	PF18407;PF13344;PF13242;	DOMAIN: Crystal structures of Rv1692 reveal a unique architecture, a fusion of a predicted haloacid dehalogenase fold with a previously unidentified GCN5-related N-acetyltransferase (GNAT) region. Although not directly involved in acetyl transfer, or regulation of enzymatic activity in vitro, the GNAT region is critical for the solubility of the phosphatase. {ECO:0000269|PubMed:23801751}.		
O33283	reviewed	Epoxide hydrolase EphG (EH) (EC 3.3.2.10) (Cholesterol-5,6-oxide hydrolase) (EC 3.3.2.11)	ephG Rv2740	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	149	IPR013100;IPR032710;	PF07858;			
O33289	reviewed	Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS) (NAGS)	argA Rv2747	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	174	IPR016181;IPR000182;IPR045039;	PF00583;		DOMAIN 10..148; /note="N-acetyltransferase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00532"	
O33336	reviewed	4'-phosphopantetheinyl transferase PptT (PPTase) (EC 2.7.8.7)	pptT Rv2794c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	227	IPR008278;IPR037143;IPR041354;IPR003542;	PF17837;PF01648;			
O33348	reviewed	Toxin RelG (EC 3.1.-.-) (Putative endoribonuclease RelG)	relG relE2 Rv2866	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	87	IPR007712;IPR035093;	PF05016;			
O33363	reviewed	GDSL lipase Rv0518 (EC 3.1.1.-)	Rv0518	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	231	IPR054624;IPR053140;IPR013830;IPR036514;	PF13472;			
O50406	reviewed	Type B diterpene cyclase (EC 5.5.1.16)	Rv3377c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	501	IPR032696;IPR050148;IPR008930;	PF13243;			
O53166	reviewed	Aconitate hydratase A (ACN) (Aconitase) (EC 4.2.1.3) ((2R,3S)-2-methylisocitrate dehydratase) ((2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate dehydratase) (Iron-responsive protein-like) (IRP-like) (Probable 2-methyl-cis-aconitate hydratase) (EC 4.2.1.99) (RNA-binding protein)	acn Rv1475c RVBD_1475c P425_01532	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	943	IPR044137;IPR015931;IPR001030;IPR015928;IPR006249;IPR018136;IPR036008;IPR000573;	PF00330;PF00694;			
O53168	reviewed	Peptidoglycan endopeptidase RipA (EC 3.4.-.-) (Macrophage invasion and intracellular persistence protein A) (Resuscitation-promoting factor interaction partner A) (Rpf-interacting protein A)	ripA Rv1477	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	472	IPR000064;IPR038765;IPR051794;IPR049836;	PF00877;		DOMAIN 340..472; /note="NlpC/P60"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01284"	
O53177	reviewed	Resuscitation-promoting factor RpfE (EC 3.-.-.-)	rpfE Rv2450c MTV008.06c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	172	IPR023346;IPR010618;	PF06737;			REGION 33..89; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53181	reviewed	2-oxoglutarate oxidoreductase subunit KorB (EC 1.2.7.3) (Alpha-ketoglutarate oxidoreductase subunit beta) (KG oxidoreductase subunit beta) (KGO subunit beta) (KOR subunit beta)	korB Rv2454c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	373	IPR051457;IPR029061;IPR011766;	PF02775;			REGION 26..50; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53289	reviewed	Phosphoserine phosphatase SerB2 (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase) (Protein-serine/threonine phosphatase) (EC 3.1.3.16)	serB2 Rv3042c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	409	IPR045865;IPR002912;IPR050582;IPR036412;IPR023214;IPR004469;IPR049148;	PF13740;PF21086;PF12710;	DOMAIN: Folds into three domains, i.e. two ACT domains occurring in tandem at the N-terminus followed by the classical phosphatase (PSP) domain. The PSP domain alone is capable of hydrolyzing L-phosphoserine, albeit with much reduced efficacy. The ACT domains are involved in amino acid binding and play an important role in modulating enzymatic activity. {ECO:0000269|PubMed:25521849}.	DOMAIN 8..86; /note="ACT 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01007"; DOMAIN 102..174; /note="ACT 2"; /evidence="ECO:0000305|PubMed:25521849"	
O53353	reviewed	Transcriptional regulator WhiB2 (Probable chaperone WhiB2)	whiB2 Rv3260c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	89	IPR034768;IPR003482;	PF02467;		DOMAIN 26..83; /note="4Fe-4S Wbl-type"	REGION 1..24; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53361	reviewed	Phosphatidylinositol-3-phosphatase (PI3P phosphatase) (EC 3.1.3.64) (Acid phosphatase SapM) (EC 3.1.3.2) (Secreted acid phosphatase)	sapM Rv3310	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	299	IPR017850;IPR007312;	PF04185;	DOMAIN: The C-terminus of SapM is required for interaction with RAB7 and SapM-mediated autophagy block. {ECO:0000269|PubMed:25896765}.		
O53423	reviewed	GDSL-like esterase Rv1075c (EC 3.1.-.-) (Acetylesterase) (EC 3.1.1.6)	Rv1075c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	314	IPR051532;IPR013830;IPR036514;	PF13472;			REGION 276..314; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53424	reviewed	Esterase LipU (EC 3.1.1.-)	lipU Rv1076	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	297	IPR013094;IPR029058;IPR050300;IPR033140;	PF07859;			
O53443	reviewed	Protein PhoH2 (EC 3.1.-.-) (EC 5.6.2.5) (RNA 5'-3' helicase PhoH2) (Toxin PhoP2)	phoH2 Rv1095	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	433	IPR027417;IPR003714;IPR051451;IPR029060;IPR002716;	PF02562;PF13638;	DOMAIN: Has an N-terminal PINc domain and a C-terminal PhoH domain, suggesting it has RNase and nucleotide hydrolysis activities (PubMed:25999286). {ECO:0000305|PubMed:25999286}.	DOMAIN 5..132; /note="PINc"; /evidence="ECO:0000255"	
O53493	reviewed	Bifunctional apolipoprotein N-acyltransferase/polyprenol monophosphomannose synthase [Includes: Apolipoprotein N-acyltransferase (ALP N-acyltransferase) (EC 2.3.1.269); Polyprenol monophosphomannose synthase (PPM synthase) (Polyprenol-P-Man synthase) (Ppm1) (EC 2.4.1.-) (Dolichol-phosphate mannose synthase) (EC 2.4.1.83)]	ppm1 lnt Rv2051c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	874	IPR004563;IPR003010;IPR036526;IPR039528;IPR001173;IPR045378;IPR029044;	PF00795;PF00535;PF20154;	DOMAIN: Consists of 2 domains; the N-terminus (residues 1-593) probably has the N-acyltransferase activity while the C-terminus (residues 594-874) has polyprenol monophosphomannose (PPM) synthase activity. The whole protein has higher PPM synthase than the second domain alone when expressed in M.smegmatis, suggesting the N-acyltransferase domain plays a stimulating role in PPM synthesis. {ECO:0000269|PubMed:11931640, ECO:0000269|PubMed:12427759}.	DOMAIN 241..497; /note="CN hydrolase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00054"	REGION 1..593; /note="Apolipoprotein N-acyltransferase"; REGION 533..609; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 594..874; /note="Polyprenol monophosphomannose synthase"; /evidence="ECO:0000269|PubMed:11931640"; REGION 852..874; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53512	reviewed	Phospho-2-dehydro-3-deoxyheptonate aldolase AroG (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	aroG Rv2178c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	462	IPR013785;IPR002480;	PF01474;			
O53547	reviewed	Hydroxyacyl-CoA dehydrogenase ChsB1 (EC 1.1.1.-)	chsB1 Rv3502c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	317	IPR036291;IPR051687;IPR020904;IPR002347;	PF00106;	DOMAIN: The protein surface forms a large groove around the active sites which is larger than homologs, probably to accommodate bulky sterol substrates. {ECO:0000269|PubMed:33826843}.		
O53551	reviewed	Medium/long-chain-fatty-acid--CoA ligase FadD17 (FACL) (EC 6.2.1.2) (EC 6.2.1.3) (Acyl-CoA synthetase) (FACL17) (Steroid-24-oyl-CoA synthetase)	fadD17 Rv3506	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	502	IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;	PF00501;PF13193;			
O53561	reviewed	Enoyl-CoA hydratase EchA19 (EC 4.2.1.-)	echA19 Rv3516	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	266	IPR029045;IPR001753;IPR014748;	PF00378;			
O53580	reviewed	Long-chain-fatty-acid--AMP ligase FadD32 (FAAL) (EC 6.2.1.20) (Acyl-AMP synthetase) (FAAL32)	fadD32 Rv3801c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637	IPR045851;IPR000873;IPR042099;IPR040097;IPR047968;	PF00501;			
O53581	reviewed	Carboxylesterase/lipase Culp6 (EC 3.1.1.-) (Cell wall lipase) (Cutinase-like protein 6) (Culp6)	cut6 Rv3802c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	336	IPR029058;IPR000675;	PF01083;			REGION 44..65; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53585	reviewed	Galactofuranosyltransferase GlfT2 (GalTr 2) (EC 2.4.1.288) (Arabinogalactan galactosyltransferase 2) (Galactofuranosylgalactofuranosylrhamnosyl-N-acetylglucosaminyl-diphospho-decaprenol beta-1,5/1,6-galactofuranosyltransferase) (Polymerizing galactofuranosyltransferase GlfT2)	glfT2 glfT Rv3808c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	637	IPR045699;IPR040492;IPR029044;	PF19320;PF17994;PF13641;			
O53605	reviewed	DNA ADP-ribosyl glycohydrolase (DarG) (EC 3.2.2.-) (Antitoxin DarG)	darG Rv0060	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	352	IPR050892;IPR002589;IPR043472;	PF01661;	DOMAIN: The N-terminus macro domain alone is sufficient to neutralize DarT from non-cognate T.aquaticus in E.coli, DarT in M.bovis, and to de-ADP-ribosylate DNA in vitro (PubMed:34408320). The C-terminus is a region interacting with the DarT toxin ssDNA binding region (PubMed:37167974). {ECO:0000269|PubMed:34408320, ECO:0000269|PubMed:37167974}.	DOMAIN 1..155; /note="Macro"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00490"	REGION 164..352; /note="Interaction with DarT"; /evidence="ECO:0000269|PubMed:37167974"
O53611	reviewed	Isocitrate dehydrogenase [NADP] 2 (ICD-2) (IDH 2) (EC 1.1.1.42) (Oxalosuccinate decarboxylase)	icd-2 icd2 Rv0066c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	745	IPR004436;	PF03971;			
O53638	reviewed	L,D-transpeptidase 1 (LDT 1) (EC 2.3.2.-) (Ldt(Mt1))	ldtA Rv0116c RVBD_0116c P425_00122	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	251	IPR041280;IPR050979;IPR005490;IPR038063;	PF17964;PF03734;	DOMAIN: Consists of two domains connected by a short loop, which form a bent shape. The N-terminal domain (residues 32-122) resembles a c-type immunoglobulin (Ig) domain, and the C-terminal contains the catalytic site that is located in a tiny tunnel. {ECO:0000269|PubMed:23999293}.	DOMAIN 125..250; /note="L,D-TPase catalytic"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01373"	
O53664	reviewed	3-hydroxyacyl-thioester dehydratase X (EC 4.2.1.-) (3-hydroxybutyryl-CoA dehydratase) (EC 4.2.1.55) (Enoyl-CoA hydratase 2) (EC 4.2.1.119)	htdX Rv0241c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	280	IPR003965;IPR029069;IPR002539;	PF01575;		DOMAIN 162..256; /note="MaoC-like"; /evidence="ECO:0000255"	REGION 149..170; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53666	reviewed	Broad-specificity linear acyl-CoA dehydrogenase FadE5 (Long-chain-acyl-CoA dehydrogenase) (EC 1.3.8.8) (Medium-chain-acyl-CoA dehydrogenase) (EC 1.3.8.7) (Short-chain-acyl-CoA dehydrogenase) (EC 1.3.8.1)	fadE5 Rv0244c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	611	IPR025878;IPR020953;IPR006091;IPR036250;IPR009075;IPR009100;IPR052166;IPR034188;	PF00441;PF12806;PF02770;PF12418;			
O53699	reviewed	Trehalose 2-sulfotransferase (EC 2.8.2.37)	stf0 Rv0295c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	267	IPR027417;IPR015124;IPR024628;	PF09037;			
O53873	reviewed	DNA 3'-5' helicase XPB (EC 5.6.2.4)	XPB ercc3 Rv0861c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	549	IPR050615;IPR032438;IPR006935;IPR014001;IPR001650;IPR027417;IPR032830;	PF16203;PF13625;PF04851;	DOMAIN: Removal of the N-terminus decreases solubility and/or structural integrity of the protein. {ECO:0000269|PubMed:19199647}.	DOMAIN 190..344; /note="Helicase ATP-binding"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00541"; DOMAIN 399..545; /note="Helicase C-terminal"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00542"	REGION 1..130; /note="Required for protein stability or solubility"; /evidence="ECO:0000269|PubMed:19199647"
O53896	reviewed	Serine protease PepD (EC 3.4.21.107) (HtrA-like serine protease)	pepD htrA2 Rv0983	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	464	IPR051201;IPR001478;IPR036034;IPR009003;IPR043504;IPR001940;	PF13180;PF13365;	DOMAIN: Each subunit is composed of an N-terminal cytoplasmic domain, a transmembrane domain, a catalytic serine protease domain, and a single C-terminal PDZ domain (PubMed:18479146, PubMed:21445360). The protease domains form the central core of the trimer and the PDZ domains extend to the periphery (PubMed:18479146). PDZ domain is required for protease activity (PubMed:20061478). {ECO:0000269|PubMed:18479146, ECO:0000269|PubMed:20061478, ECO:0000269|PubMed:21445360}.	DOMAIN 368..449; /note="PDZ"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00143"	REGION 1..71; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O53901	reviewed	Mycocerosic acid synthase-like polyketide synthase (MAS-like PKS) (EC 2.3.1.-) (Polyketide synthase Pks5)	pks5 Rv1527c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	2108	IPR001227;IPR036736;IPR014043;IPR016035;IPR013149;IPR013154;IPR011032;IPR018201;IPR014031;IPR014030;IPR016036;IPR053386;IPR036291;IPR020841;IPR042104;IPR020807;IPR049551;IPR049552;IPR020843;IPR013968;IPR049900;IPR050091;IPR020806;IPR009081;IPR016039;	PF00698;PF08240;PF00107;PF22621;PF00109;PF02801;PF08659;PF21089;PF00550;PF14765;	DOMAIN: Is organized in a condensing KS-AT and a modifying DH-PsiKR-ER-KR region, followed by a flexibly tethered ACP domain. {ECO:0000250|UniProtKB:A0R1E8}.	DOMAIN 24..436; /note="Ketosynthase family 3 (KS3)"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01348"; DOMAIN 905..1191; /note="PKS/mFAS DH"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01363"; DOMAIN 2025..2101; /note="Carrier"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00258"	REGION 438..542; /note="Linker domain (LD)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"; REGION 543..842; /note="Acyltransferase (AT)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"; REGION 900..1184; /note="Dehydratase (DH)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"; REGION 905..1025; /note="N-terminal hotdog fold"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01363"; REGION 1044..1191; /note="C-terminal hotdog fold"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01363"; REGION 1220..1391; /note="Pseudo beta-ketoacyl reductase (PsiKR)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"; REGION 1419..1743; /note="Enoylreductase (ER)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"; REGION 1765..2004; /note="Beta-ketoacyl reductase (KR)"; /evidence="ECO:0000250|UniProtKB:A0R1E8"
O65934	reviewed	ABC transporter ATP-binding/permease protein Rv1747 (EC 7.-.-.-)	Rv1747	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	865	IPR003593;IPR013525;IPR003439;IPR017871;IPR050352;IPR000253;IPR027417;IPR008984;	PF01061;PF00005;PF00498;	DOMAIN: In Rv1747 the ATP-binding domain (NBD) and the transmembrane domain (TMD) are fused. The two FHA domains are required for phosphorylation by PknF. {ECO:0000269|PubMed:15135525}.	DOMAIN 29..78; /note="FHA 1"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"; DOMAIN 230..279; /note="FHA 2"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"; DOMAIN 319..552; /note="ABC transporter"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00434"; DOMAIN 596..810; /note="ABC transmembrane type-2"	REGION 104..205; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
O69652	reviewed	L-cysteine desulfhydrase Cds1 (EC 4.4.1.1)	cds1 Rv3684	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	368	IPR047586;IPR050214;IPR001926;IPR036052;	PF00291;			
O69711	reviewed	HTH-type transcriptional regulator NmtR	nmtR Rv3744	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	120	IPR011991;IPR001845;IPR051011;IPR036388;IPR036390;	PF01022;		DOMAIN 15..109; /note="HTH arsR-type"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00340"	
O69729	reviewed	Probable sensor histidine kinase TcrY (EC 2.7.13.3)	tcrY Rv3764c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	475	IPR003660;IPR036890;IPR005467;IPR003661;IPR036097;IPR004358;IPR050428;	PF00672;PF02518;PF00512;		DOMAIN 176..238; /note="HAMP"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00102"; DOMAIN 253..466; /note="Histidine kinase"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00107"	
P11678	reviewed	Eosinophil peroxidase (EPO) (EC 1.11.1.7) [Cleaved into: Eosinophil peroxidase light chain; Eosinophil peroxidase heavy chain]	EPX EPER EPO EPP	Homo sapiens (Human)	715	IPR019791;IPR010255;IPR037120;	PF03098;			
P42829	reviewed	Enoyl-[acyl-carrier-protein] reductase [NADH] (ENR) (Enoyl-ACP reductase) (EC 1.3.1.9) (FAS-II enoyl-ACP reductase) (NADH-dependent 2-trans-enoyl-ACP reductase)	inhA MSMEG_3151 MSMEI_3070	Mycolicibacterium smegmatis (strain ATCC 700084 / mc(2)155) (Mycobacterium smegmatis)	269	IPR014358;IPR053410;IPR036291;IPR002347;	PF13561;			
P71590	reviewed	FHA domain-containing protein FhaA	fhaA TB39.8 Rv0020c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	527	IPR050923;IPR000253;IPR022128;IPR042287;IPR008984;	PF00498;PF12401;	DOMAIN: The structure of the N-terminal domain remains unchanged upon phosphorylation. {ECO:0000269|PubMed:22000520}.	DOMAIN 455..504; /note="FHA"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00086"	REGION 119..426; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
P71629	reviewed	CRISPR system single-strand-specific deoxyribonuclease Cas10/Csm1 (subtype III-A) (ssDNase Cas10) (EC 3.1.-.-) (Cyclic oligoadenylate synthase) (EC 2.7.7.-)	cas10 csm1 Rv2823c	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	809	IPR054767;IPR013408;IPR052117;IPR048693;IPR041062;IPR000160;IPR006674;IPR043128;	PF22335;PF20824;PF18211;	DOMAIN: The N-terminal HD domain has ssDNase activity. The C-terminal GGDEF domain has the cOA synthesis activity. {ECO:0000250|UniProtKB:A0A0A7HFE1}.	DOMAIN 1..98; /note="HD"; /evidence="ECO:0000255|PROSITE-ProRule:PRU01175"; DOMAIN 547..700; /note="GGDEF"; /evidence="ECO:0000255|PROSITE-ProRule:PRU00095"	
P71707	reviewed	Penicillin-binding protein 1A (PBP-1A) (Penicillin-binding protein 1*) [Includes: Penicillin-insensitive transglycosylase (EC 2.4.99.28) (Peptidoglycan TGase); Penicillin-sensitive transpeptidase (EC 3.4.16.4) (DD-transpeptidase)]	ponA1 Rv0050 MTCY21D4.13	Mycobacterium tuberculosis (strain ATCC 25618 / H37Rv)	820	IPR012338;IPR001264;IPR050396;IPR023346;IPR036950;IPR001460;	PF00912;PF00905;	DOMAIN: A penicillin-binding domain is found between residues 420-820.		REGION 1..120; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"; REGION 180..360; /note="Transglycosylase"; REGION 453..743; /note="Transpeptidase"; REGION 792..820; /note="Disordered"; /evidence="ECO:0000256|SAM:MobiDB-lite"
