gene_id,locus_tag,gene_name,cds_length,wt_logprob,mut_logprob,delta_ll
Rv0355c,Rv0355c,PPE8,9900,-0.625,-0.490234375,0.134765625
Rv0356c,Rv0356c,NA,642,-0.69140625,-0.703125,-0.01171875
Rv0357c,Rv0357c,purA,1296,-0.703125,-0.73828125,-0.03515625
Rv0358,Rv0358,NA,645,-0.6875,-0.6875,0
Rv0359,Rv0359,NA,777,-0.65625,-0.66796875,-0.01171875
Rv0360c,Rv0360c,NA,435,-0.61328125,-0.6328125,-0.01953125
Rv0361,Rv0361,NA,825,-0.65234375,-0.6484375,0.00390625
Rv0362,Rv0362,mgtE,1380,-0.66015625,-0.63671875,0.0234375
Rv0363c,Rv0363c,fba,1032,-0.66015625,-0.6953125,-0.03515625
Rv0364,Rv0364,NA,681,-0.6953125,-0.71484375,-0.01953125
Rv0365c,Rv0365c,NA,1128,-0.65625,-0.6640625,-0.0078125
Rv0366c,Rv0366c,NA,591,-0.62109375,-0.62890625,-0.0078125
Rv0367c,Rv0367c,NA,387,-0.6015625,-0.6171875,-0.015625
Rv0368c,Rv0368c,NA,1209,-0.5546875,-0.56640625,-0.01171875
Rv0369c,Rv0369c,NA,513,-0.5625,-0.58203125,-0.01953125
Rv0370c,Rv0370c,NA,894,-0.546875,-0.58203125,-0.03515625
Rv0371c,Rv0371c,NA,591,-0.54296875,-0.55859375,-0.015625
Rv0372c,Rv0372c,NA,753,-0.52734375,-0.5546875,-0.02734375
Rv0373c,Rv0373c,NA,2397,-0.53515625,-0.6171875,-0.08203125
Rv0374c,Rv0374c,NA,477,-0.53515625,-0.5703125,-0.03515625
Rv0375c,Rv0375c,NA,858,-0.5390625,-0.5703125,-0.03125
Rv0376c,Rv0376c,NA,1140,-0.51953125,-0.5625,-0.04296875
Rv0377,Rv0377,NA,963,-0.58203125,-0.60546875,-0.0234375
Rv0378,Rv0378,NA,219,-0.59765625,-0.59375,0.00390625
Rv0379,Rv0379,secE2,213,-0.58984375,-0.60546875,-0.015625
Rv0380c,Rv0380c,NA,549,-0.546875,-0.58203125,-0.03515625
Rv0381c,Rv0381c,NA,906,-0.51953125,-0.546875,-0.02734375
Rv0382c,Rv0382c,pyrE,537,-0.5390625,-0.57421875,-0.03515625
Rv0383c,Rv0383c,NA,852,-0.52734375,-0.5625,-0.03515625
Rv0384c,Rv0384c,clpB,2544,-0.5859375,-0.65625,-0.0703125
Rv0385,Rv0385,NA,1170,-0.62109375,-0.640625,-0.01953125
Rv0386,Rv0386,NA,3255,-0.66015625,-0.63671875,0.0234375
Rv0389,Rv0389,purT,1257,-0.7421875,-0.71484375,0.02734375
Rv0390,Rv0390,NA,420,-0.74609375,-0.7578125,-0.01171875
Rv0391,Rv0391,metZ,1218,-0.8046875,-0.8203125,-0.015625
Rv0392c,Rv0392c,ndhA,1410,-0.8203125,-0.8125,0.0078125
Rv0393,Rv0393,NA,1323,-0.796875,-0.78515625,0.01171875
Rv0394c,Rv0394c,NA,717,-0.77734375,-0.73046875,0.046875
Rv0395,Rv0395,NA,402,-0.80078125,-0.7734375,0.02734375
Rv0396,Rv0396,NA,390,-0.80859375,-0.78515625,0.0234375
Rv0397,Rv0397,NA,366,-0.83203125,-0.83984375,-0.0078125
Rv0397A,Rv0397A,NA,246,-0.86328125,-0.8515625,0.01171875
Rv0398c,Rv0398c,NA,639,-0.8515625,-0.8046875,0.046875
Rv0399c,Rv0399c,lpqK,1227,-0.8203125,-0.8046875,0.015625
Rv0400c,Rv0400c,fadE7,1185,-0.8515625,-0.84765625,0.00390625
Rv0401,Rv0401,NA,369,-0.81640625,-0.81640625,0
Rv0402c,Rv0402c,mmpL1,2874,-0.83984375,-0.78125,0.05859375
Rv0403c,Rv0403c,mmpS1,426,-0.84765625,-0.83203125,0.015625
Rv0404,Rv0404,fadD30,1755,-0.89453125,-0.8125,0.08203125
Rv0405,Rv0405,pks6,4206,-0.7890625,-0.69921875,0.08984375
Rv0406c,Rv0406c,NA,816,-0.6953125,-0.70703125,-0.01171875
Rv0407,Rv0407,fgd1,1008,-0.640625,-0.68359375,-0.04296875
Rv0408,Rv0408,pta,2070,-0.58203125,-0.62109375,-0.0390625
Rv0409,Rv0409,ackA,1155,-0.494140625,-0.53515625,-0.041015625
Rv0410c,Rv0410c,pknG,2250,-0.51953125,-0.58203125,-0.0625
Rv0411c,Rv0411c,glnH,984,-0.51171875,-0.5546875,-0.04296875
Rv0412c,Rv0412c,NA,1317,-0.546875,-0.6015625,-0.0546875
Rv0413,Rv0413,mutT3,651,-0.53515625,-0.5625,-0.02734375
Rv0414c,Rv0414c,thiE,666,-0.56640625,-0.58984375,-0.0234375
Rv0415,Rv0415,thiO,1020,-0.578125,-0.62109375,-0.04296875
Rv0416,Rv0416,thiS,204,-0.62109375,-0.6328125,-0.01171875
Rv0417,Rv0417,thiG,756,-0.6484375,-0.671875,-0.0234375
Rv0418,Rv0418,lpqL,1500,-0.62109375,-0.6484375,-0.02734375
Rv0419,Rv0419,lpqM,1494,-0.5859375,-0.609375,-0.0234375
Rv0420c,Rv0420c,NA,408,-0.66796875,-0.65625,0.01171875
Rv0421c,Rv0421c,NA,627,-0.68359375,-0.68359375,0
Rv0422c,Rv0422c,thiD,795,-0.640625,-0.66796875,-0.02734375
Rv0423c,Rv0423c,thiC,1641,-0.68359375,-0.7265625,-0.04296875
Rv0424c,Rv0424c,NA,273,-0.70703125,-0.7109375,-0.00390625
Rv0425c,Rv0425c,ctpH,4617,-0.7109375,-0.64453125,0.06640625
Rv0426c,Rv0426c,NA,441,-0.7734375,-0.76171875,0.01171875
Rv0427c,Rv0427c,xthA,873,-0.75,-0.76171875,-0.01171875
Rv0428c,Rv0428c,NA,906,-0.7421875,-0.71875,0.0234375
Rv0429c,Rv0429c,def,591,-0.75,-0.78125,-0.03125
Rv0430,Rv0430,NA,306,-0.703125,-0.734375,-0.03125
Rv0431,Rv0431,NA,492,-0.6796875,-0.69140625,-0.01171875
Rv0432,Rv0432,sodC,720,-0.6328125,-0.6484375,-0.015625
Rv0433,Rv0433,NA,1128,-0.609375,-0.6484375,-0.0390625
Rv0434,Rv0434,NA,651,-0.59765625,-0.6015625,-0.00390625
Rv0435c,Rv0435c,NA,2184,-0.60546875,-0.63671875,-0.03125
Rv0436c,Rv0436c,pssA,858,-0.546875,-0.58203125,-0.03515625
Rv0437c,Rv0437c,psd,693,-0.54296875,-0.5703125,-0.02734375
Rv0438c,Rv0438c,moeA2,1215,-0.5859375,-0.6171875,-0.03125
Rv0439c,Rv0439c,NA,933,-0.60546875,-0.625,-0.01953125
Rv0440,Rv0440,groEL2,1620,-0.62109375,-0.671875,-0.05078125
Rv0441c,Rv0441c,NA,426,-0.65625,-0.6484375,0.0078125
Rv0442c,Rv0442c,PPE10,1461,-0.66796875,-0.625,0.04296875
Rv0443,Rv0443,NA,513,-0.68359375,-0.6953125,-0.01171875
Rv0444c,Rv0444c,rskA,696,-0.70703125,-0.70703125,0
Rv0445c,Rv0445c,sigK,561,-0.74609375,-0.765625,-0.01953125
Rv0446c,Rv0446c,NA,768,-0.7578125,-0.75,0.0078125
Rv0447c,Rv0447c,ufaA1,1281,-0.7109375,-0.7109375,0
Rv0448c,Rv0448c,NA,663,-0.67578125,-0.6796875,-0.00390625
Rv0449c,Rv0449c,NA,1317,-0.69140625,-0.703125,-0.01171875
Rv0450c,Rv0450c,mmpL4,2901,-0.78125,-0.7734375,0.0078125
Rv0451c,Rv0451c,mmpS4,420,-0.796875,-0.80859375,-0.01171875
Rv0452,Rv0452,NA,708,-0.76953125,-0.76953125,0
Rv0453,Rv0453,PPE11,1554,-0.796875,-0.7421875,0.0546875
Rv0455c,Rv0455c,NA,444,-0.8046875,-0.80859375,-0.00390625
Rv0456c,Rv0456c,echA2,912,-0.75390625,-0.77734375,-0.0234375
Rv0456A,Rv0456A,mazF1,279,-0.7109375,-0.70703125,0.00390625
Rv0456B,Rv0456B,mazE1,171,-0.6953125,-0.6953125,0
Rv0457c,Rv0457c,NA,2019,-0.69140625,-0.70703125,-0.015625
Rv0458,Rv0458,NA,1521,-0.62109375,-0.671875,-0.05078125
Rv0459,Rv0459,NA,489,-0.58984375,-0.609375,-0.01953125
Rv0460,Rv0460,NA,237,-0.55078125,-0.5625,-0.01171875
Rv0461,Rv0461,NA,522,-0.5546875,-0.55078125,0.00390625
Rv0462,Rv0462,lpdC,1392,-0.5625,-0.609375,-0.046875
Rv0463,Rv0463,NA,291,-0.5390625,-0.5390625,0
Rv0464c,Rv0464c,NA,570,-0.54296875,-0.5546875,-0.01171875
Rv0465c,Rv0465c,NA,1422,-0.5625,-0.62890625,-0.06640625
Rv0466,Rv0466,NA,792,-0.5390625,-0.578125,-0.0390625
Rv0467,Rv0467,icl1,1284,-0.59375,-0.64453125,-0.05078125
Rv0468,Rv0468,fadB2,858,-0.57421875,-0.609375,-0.03515625
Rv0469,Rv0469,umaA,858,-0.58203125,-0.61328125,-0.03125
Rv0470c,Rv0470c,pcaA,861,-0.609375,-0.640625,-0.03125
Rv0470A,Rv0470A,NA,438,-0.59765625,-0.5859375,0.01171875
Rv0471c,Rv0471c,NA,486,-0.62109375,-0.609375,0.01171875
Rv0472c,Rv0472c,NA,702,-0.64453125,-0.67578125,-0.03125
Rv0473,Rv0473,NA,1368,-0.69921875,-0.72265625,-0.0234375
Rv0474,Rv0474,NA,420,-0.69921875,-0.71875,-0.01953125
Rv0475,Rv0475,hbhA,597,-0.72265625,-0.73828125,-0.015625
Rv0476,Rv0476,NA,261,-0.69140625,-0.703125,-0.01171875
Rv0477,Rv0477,NA,444,-0.671875,-0.671875,0
Rv0478,Rv0478,deoC,672,-0.703125,-0.703125,0
Rv0479c,Rv0479c,NA,1044,-0.62109375,-0.6171875,0.00390625
Rv0480c,Rv0480c,NA,840,-0.640625,-0.6640625,-0.0234375
Rv0481c,Rv0481c,NA,522,-0.63671875,-0.6484375,-0.01171875
Rv0482,Rv0482,murB,1107,-0.6640625,-0.67578125,-0.01171875
Rv0483,Rv0483,lprQ,1353,-0.62890625,-0.65234375,-0.0234375
Rv0484c,Rv0484c,NA,753,-0.61328125,-0.640625,-0.02734375
Rv0485,Rv0485,NA,1314,-0.6484375,-0.65625,-0.0078125
Rv0486,Rv0486,mshA,1440,-0.61328125,-0.63671875,-0.0234375
Rv0487,Rv0487,NA,549,-0.6015625,-0.6171875,-0.015625
Rv0488,Rv0488,NA,603,-0.609375,-0.60546875,0.00390625
Rv0489,Rv0489,gpm1,747,-0.63671875,-0.671875,-0.03515625
Rv0490,Rv0490,senX3,1230,-0.6328125,-0.6640625,-0.03125
Rv0491,Rv0491,regX3,681,-0.65625,-0.6953125,-0.0390625
Rv0492c,Rv0492c,NA,1887,-0.62890625,-0.62109375,0.0078125
Rv0492A,Rv0492A,NA,327,-0.61328125,-0.609375,0.00390625
Rv0493c,Rv0493c,NA,987,-0.62109375,-0.63671875,-0.015625
Rv0494,Rv0494,NA,726,-0.62109375,-0.6328125,-0.01171875
Rv0495c,Rv0495c,NA,888,-0.65234375,-0.671875,-0.01953125
Rv0496,Rv0496,NA,984,-0.6640625,-0.703125,-0.0390625
Rv0497,Rv0497,NA,930,-0.6328125,-0.62890625,0.00390625
Rv0498,Rv0498,NA,840,-0.6171875,-0.65234375,-0.03515625
Rv0499,Rv0499,NA,873,-0.57421875,-0.59375,-0.01953125
Rv0500,Rv0500,proC,885,-0.57421875,-0.6171875,-0.04296875
Rv0500A,Rv0500A,NA,234,-0.59765625,-0.6171875,-0.01953125
Rv0501,Rv0501,galE2,1128,-0.61328125,-0.66796875,-0.0546875
Rv0502,Rv0502,NA,1074,-0.62109375,-0.66015625,-0.0390625
Rv0503c,Rv0503c,cmaA2,906,-0.66015625,-0.6796875,-0.01953125
Rv0504c,Rv0504c,NA,498,-0.68359375,-0.69921875,-0.015625
Rv0505c,Rv0505c,serB1,1119,-0.6640625,-0.67578125,-0.01171875
Rv0506,Rv0506,mmpS2,441,-0.64453125,-0.64453125,0
Rv0507,Rv0507,mmpL2,2904,-0.58203125,-0.609375,-0.02734375
Rv0508,Rv0508,NA,291,-0.625,-0.63671875,-0.01171875
Rv0509,Rv0509,hemA,1404,-0.59375,-0.6328125,-0.0390625
Rv0510,Rv0510,hemC,927,-0.5859375,-0.625,-0.0390625
Rv0511,Rv0511,hemD,1695,-0.60546875,-0.66015625,-0.0546875
Rv0512,Rv0512,hemB,987,-0.58984375,-0.6328125,-0.04296875
Rv0513,Rv0513,NA,546,-0.63671875,-0.64453125,-0.0078125
Rv0514,Rv0514,NA,297,-0.64453125,-0.640625,0.00390625
Rv0515,Rv0515,NA,1509,-0.6796875,-0.68359375,-0.00390625
Rv0516c,Rv0516c,NA,474,-0.734375,-0.72265625,0.01171875
Rv0517,Rv0517,NA,1308,-0.7421875,-0.73828125,0.00390625
Rv0518,Rv0518,NA,693,-0.7890625,-0.77734375,0.01171875
Rv0519c,Rv0519c,NA,900,-0.7421875,-0.734375,0.0078125
Rv0522,Rv0522,gabP,1302,-0.6640625,-0.6796875,-0.015625
Rv0523c,Rv0523c,NA,393,-0.65234375,-0.66796875,-0.015625
Rv0524,Rv0524,hemL,1386,-0.61328125,-0.6484375,-0.03515625
Rv0525,Rv0525,NA,606,-0.56640625,-0.59765625,-0.03125
Rv0526,Rv0526,NA,648,-0.546875,-0.58203125,-0.03515625
Rv0527,Rv0527,ccdA,777,-0.5390625,-0.57421875,-0.03515625
Rv0528,Rv0528,NA,1587,-0.5546875,-0.60546875,-0.05078125
Rv0529,Rv0529,ccsA,972,-0.55078125,-0.5859375,-0.03515625
Rv0530,Rv0530,NA,1215,-0.57421875,-0.59375,-0.01953125
Rv0530A,Rv0530A,NA,159,-0.57421875,-0.58984375,-0.015625
Rv0531,Rv0531,NA,315,-0.58203125,-0.58984375,-0.0078125
Rv0532,Rv0532,PE_PGRS6,1782,-0.5859375,-0.56640625,0.01953125
Rv0533c,Rv0533c,fabH,1005,-0.640625,-0.65234375,-0.01171875
Rv0534c,Rv0534c,menA,876,-0.6953125,-0.7109375,-0.015625
Rv0535,Rv0535,NA,792,-0.7265625,-0.74609375,-0.01953125
Rv0536,Rv0536,galE3,1038,-0.69921875,-0.71875,-0.01953125
Rv0537c,Rv0537c,NA,1431,-0.703125,-0.66015625,0.04296875
Rv0538,Rv0538,NA,1644,-0.68359375,-0.62890625,0.0546875
Rv0539,Rv0539,NA,630,-0.75,-0.76953125,-0.01953125
Rv0540,Rv0540,NA,660,-0.73046875,-0.734375,-0.00390625
Rv0541c,Rv0541c,NA,1347,-0.7109375,-0.71484375,-0.00390625
Rv0542c,Rv0542c,menE,1086,-0.6328125,-0.6484375,-0.015625
Rv0543c,Rv0543c,NA,300,-0.58203125,-0.6015625,-0.01953125
Rv0544c,Rv0544c,NA,276,-0.60546875,-0.6171875,-0.01171875
Rv0545c,Rv0545c,pitA,1251,-0.63671875,-0.6640625,-0.02734375
Rv0546c,Rv0546c,NA,384,-0.63671875,-0.65234375,-0.015625
Rv0547c,Rv0547c,NA,882,-0.62890625,-0.6484375,-0.01953125
Rv0548c,Rv0548c,menB,942,-0.62109375,-0.6640625,-0.04296875
Rv0549c,Rv0549c,vapC3,411,-0.61328125,-0.61328125,0
Rv0550c,Rv0550c,vapB3,264,-0.59375,-0.6015625,-0.0078125
Rv0551c,Rv0551c,fadD8,1713,-0.58203125,-0.6328125,-0.05078125
Rv0552,Rv0552,NA,1602,-0.57421875,-0.60546875,-0.03125
Rv0553,Rv0553,menC,978,-0.5546875,-0.578125,-0.0234375
Rv0554,Rv0554,bpoC,786,-0.5078125,-0.546875,-0.0390625
Rv0555,Rv0555,menD,1662,-0.5625,-0.61328125,-0.05078125
Rv0556,Rv0556,NA,513,-0.5546875,-0.5703125,-0.015625
Rv0557,Rv0557,mgtA,1134,-0.54296875,-0.5859375,-0.04296875
Rv0558,Rv0558,menH,702,-0.54296875,-0.578125,-0.03515625
Rv0559c,Rv0559c,NA,336,-0.53515625,-0.546875,-0.01171875
Rv0560c,Rv0560c,NA,723,-0.55078125,-0.5703125,-0.01953125
Rv0561c,Rv0561c,NA,1224,-0.5625,-0.60546875,-0.04296875
Rv0562,Rv0562,grcC1,1005,-0.55078125,-0.5859375,-0.03515625
Rv0563,Rv0563,htpX,858,-0.56640625,-0.609375,-0.04296875
Rv0564c,Rv0564c,gpdA1,1023,-0.5859375,-0.62109375,-0.03515625
Rv0565c,Rv0565c,NA,1458,-0.6171875,-0.640625,-0.0234375
Rv0566c,Rv0566c,NA,489,-0.64453125,-0.66796875,-0.0234375
Rv0567,Rv0567,NA,1017,-0.65234375,-0.6484375,0.00390625
Rv0568,Rv0568,cyp135B1,1416,-0.6796875,-0.6875,-0.0078125
Rv0569,Rv0569,NA,264,-0.75,-0.75390625,-0.00390625
Rv0570,Rv0570,nrdZ,2076,-0.7890625,-0.75,0.0390625
Rv0571c,Rv0571c,NA,1329,-0.81640625,-0.796875,0.01953125
Rv0572c,Rv0572c,NA,339,-0.82421875,-0.80078125,0.0234375
Rv0573c,Rv0573c,pncB2,1389,-0.8046875,-0.765625,0.0390625
Rv0574c,Rv0574c,NA,1140,-0.82421875,-0.79296875,0.03125
Rv0575c,Rv0575c,NA,1164,-0.83203125,-0.80859375,0.0234375
Rv0576,Rv0576,NA,1302,-0.7734375,-0.734375,0.0390625
Rv0577,Rv0577,TB27.3,783,-0.77734375,-0.76171875,0.015625
Rv0578c,Rv0578c,PE_PGRS7,3918,-0.796875,-0.640625,0.15625
Rv0579,Rv0579,NA,756,-0.76953125,-0.76171875,0.0078125
Rv0580c,Rv0580c,NA,489,-0.78125,-0.77734375,0.00390625
Rv0581,Rv0581,vapB26,213,-0.77734375,-0.78515625,-0.0078125
Rv0582,Rv0582,vapC26,405,-0.76171875,-0.76171875,0
Rv0583c,Rv0583c,lpqN,684,-0.78515625,-0.76953125,0.015625
Rv0584,Rv0584,NA,2631,-0.71875,-0.69140625,0.02734375
Rv0585c,Rv0585c,NA,2385,-0.6875,-0.6953125,-0.0078125
Rv0586,Rv0586,mce2R,720,-0.671875,-0.66796875,0.00390625
Rv0587,Rv0587,yrbE2A,795,-0.66796875,-0.68359375,-0.015625
Rv0588,Rv0588,NA,885,-0.64453125,-0.65625,-0.01171875
Rv0589,Rv0589,mce2A,1212,-0.6875,-0.6953125,-0.0078125
Rv0591,Rv0591,mce2C,1443,-0.65625,-0.6640625,-0.0078125
Rv0592,Rv0592,mce2D,1524,-0.70703125,-0.70703125,0
Rv0593,Rv0593,lprL,1206,-0.73828125,-0.73828125,0
Rv0594,Rv0594,mce2F,1548,-0.7578125,-0.74609375,0.01171875
Rv0595c,Rv0595c,vapC4,390,-0.7734375,-0.76953125,0.00390625
Rv0596c,Rv0596c,vapB4,255,-0.77734375,-0.78125,-0.00390625
Rv0597c,Rv0597c,NA,1233,-0.80859375,-0.765625,0.04296875
Rv0598c,Rv0598c,vapC27,411,-0.81640625,-0.8125,0.00390625
Rv0599c,Rv0599c,vapB27,234,-0.82421875,-0.84765625,-0.0234375
Rv0600c,Rv0600c,NA,504,-0.8203125,-0.796875,0.0234375
Rv0601c,Rv0601c,NA,468,-0.83984375,-0.828125,0.01171875
Rv0602c,Rv0602c,tcrA,759,-0.84375,-0.8359375,0.0078125
Rv0603,Rv0603,NA,309,-0.83984375,-0.828125,0.01171875
Rv0604,Rv0604,lpqO,948,-0.89453125,-0.85546875,0.0390625
Rv0605,Rv0605,NA,582,-0.9296875,-0.91796875,0.01171875
Rv0607,Rv0607,NA,384,-0.9375,-0.90234375,0.03515625
Rv0608,Rv0608,vapB28,243,-0.9453125,-0.9453125,0
Rv0609,Rv0609,vapC28,399,-0.94921875,-0.94140625,0.0078125
Rv0609A,Rv0609A,NA,225,-0.96875,-0.9609375,0.0078125
Rv0610c,Rv0610c,NA,1155,-1.0078125,-0.90234375,0.10546875
Rv0611c,Rv0611c,NA,219,-1.0546875,-1.0390625,0.015625
Rv0612,Rv0612,NA,603,-1.078125,-1.0234375,0.0546875
Rv0613c,Rv0613c,NA,2565,-1,-0.83984375,0.16015625
Rv0614,Rv0614,NA,747,-0.9609375,-0.8984375,0.0625
Rv0615,Rv0615,NA,240,-0.953125,-0.93359375,0.01953125
Rv0616A,Rv0616A,vapB29,225,-0.96484375,-0.96875,-0.00390625
Rv0617,Rv0617,vapC29,399,-0.9765625,-0.96484375,0.01171875
Rv0620,Rv0620,galK,1089,-0.9609375,-0.921875,0.0390625
Rv0621,Rv0621,NA,1062,-0.8984375,-0.81640625,0.08203125
Rv0622,Rv0622,NA,945,-0.86328125,-0.79296875,0.0703125
Rv0623,Rv0623,vapB30,252,-0.859375,-0.86328125,-0.00390625
Rv0624,Rv0624,vapC30,393,-0.85546875,-0.85546875,0
Rv0625c,Rv0625c,NA,738,-0.87890625,-0.85546875,0.0234375
Rv0626,Rv0626,vapB5,258,-0.83984375,-0.84375,-0.00390625
Rv0627,Rv0627,vapC5,405,-0.82421875,-0.8203125,0.00390625
Rv0628c,Rv0628c,NA,1149,-0.7890625,-0.76171875,0.02734375
Rv0629c,Rv0629c,recD,1725,-0.73046875,-0.72265625,0.0078125
Rv0630c,Rv0630c,recB,3282,-0.64453125,-0.6484375,-0.00390625
Rv0631c,Rv0631c,recC,3291,-0.6484375,-0.65625,-0.0078125
Rv0632c,Rv0632c,echA3,693,-0.62890625,-0.6484375,-0.01953125
Rv0633c,Rv0633c,NA,837,-0.640625,-0.6484375,-0.0078125
Rv0634c,Rv0634c,NA,711,-0.62109375,-0.6484375,-0.02734375
Rv0634A,Rv0634A,NA,249,-0.6171875,-0.61328125,0.00390625
Rv0634B,Rv0634B,rpmG2,165,-0.6171875,-0.64453125,-0.02734375
Rv0635,Rv0635,hadA,474,-0.61328125,-0.64453125,-0.03125
Rv0636,Rv0636,hadB,426,-0.58203125,-0.6171875,-0.03515625
Rv0637,Rv0637,hadC,498,-0.56640625,-0.58984375,-0.0234375
Rv0638,Rv0638,secE1,483,-0.5859375,-0.60546875,-0.01953125
Rv0639,Rv0639,nusG,714,-0.546875,-0.58984375,-0.04296875
Rv0640,Rv0640,rplK,426,-0.56640625,-0.60546875,-0.0390625
Rv0641,Rv0641,rplA,705,-0.53515625,-0.578125,-0.04296875
Rv0642c,Rv0642c,mmaA4,903,-0.54296875,-0.5859375,-0.04296875
Rv0643c,Rv0643c,mmaA3,879,-0.52734375,-0.55859375,-0.03125
Rv0644c,Rv0644c,mmaA2,861,-0.51171875,-0.55078125,-0.0390625
Rv0645c,Rv0645c,mmaA1,858,-0.50390625,-0.53515625,-0.03125
Rv0646c,Rv0646c,lipG,903,-0.515625,-0.5546875,-0.0390625
Rv0647c,Rv0647c,NA,1464,-0.5546875,-0.60546875,-0.05078125
Rv0648,Rv0648,NA,3645,-0.55078125,-0.58984375,-0.0390625
Rv0649,Rv0649,fabD2,672,-0.5859375,-0.59765625,-0.01171875
Rv0650,Rv0650,NA,906,-0.5703125,-0.58984375,-0.01953125
Rv0651,Rv0651,rplJ,534,-0.58984375,-0.6171875,-0.02734375
Rv0652,Rv0652,rplL,390,-0.63671875,-0.66015625,-0.0234375
Rv0653c,Rv0653c,NA,693,-0.640625,-0.65234375,-0.01171875
Rv0654,Rv0654,NA,1503,-0.71875,-0.71875,0
Rv0655,Rv0655,mkl,1077,-0.7109375,-0.734375,-0.0234375
Rv0656c,Rv0656c,vapC6,381,-0.71875,-0.703125,0.015625
Rv0657c,Rv0657c,vapB6,153,-0.73046875,-0.73828125,-0.0078125
Rv0658c,Rv0658c,NA,714,-0.703125,-0.68359375,0.01953125
Rv0659c,Rv0659c,mazF2,306,-0.75,-0.75390625,-0.00390625
Rv0660c,Rv0660c,mazE2,243,-0.76953125,-0.78125,-0.01171875
Rv0661c,Rv0661c,vapC7,435,-0.80859375,-0.79296875,0.015625
Rv0662c,Rv0662c,vapB7,252,-0.80078125,-0.80078125,0
Rv0663,Rv0663,atsD,2361,-0.6640625,-0.69921875,-0.03515625
Rv0664,Rv0664,vapB8,270,-0.58984375,-0.59375,-0.00390625
Rv0665,Rv0665,vapC8,336,-0.5546875,-0.5546875,0
Rv0666,Rv0666,NA,171,-0.55078125,-0.546875,0.00390625
Rv0667,Rv0667,rpoB,3516,-0.419921875,-0.5546875,-0.134765625
Rv0668,Rv0668,rpoC,3948,-0.5,-0.61328125,-0.11328125
Rv0669c,Rv0669c,NA,1911,-0.50390625,-0.51171875,-0.0078125
Rv0670,Rv0670,end,756,-0.59375,-0.62109375,-0.02734375
Rv0671,Rv0671,lpqP,840,-0.609375,-0.6171875,-0.0078125
Rv0672,Rv0672,fadE8,1626,-0.59375,-0.65234375,-0.05859375
Rv0673,Rv0673,echA4,936,-0.53125,-0.58984375,-0.05859375
Rv0674,Rv0674,NA,720,-0.498046875,-0.52734375,-0.029296875
Rv0675,Rv0675,echA5,789,-0.53515625,-0.5703125,-0.03515625
Rv0676c,Rv0676c,mmpL5,2892,-0.5546875,-0.59765625,-0.04296875
Rv0677c,Rv0677c,mmpS5,426,-0.60546875,-0.62109375,-0.015625
Rv0678,Rv0678,NA,495,-0.56640625,-0.56640625,0
Rv0679c,Rv0679c,NA,495,-0.57421875,-0.5703125,0.00390625
Rv0680c,Rv0680c,NA,372,-0.5546875,-0.56640625,-0.01171875
Rv0681,Rv0681,NA,588,-0.54296875,-0.578125,-0.03515625
Rv0682,Rv0682,rpsL,372,-0.52734375,-0.5703125,-0.04296875
Rv0683,Rv0683,rpsG,468,-0.54296875,-0.59375,-0.05078125
Rv0684,Rv0684,fusA1,2103,-0.55859375,-0.63671875,-0.078125
Rv0685,Rv0685,tuf,1188,-0.52734375,-0.59375,-0.06640625
Rv0686,Rv0686,NA,795,-0.5703125,-0.59765625,-0.02734375
Rv0687,Rv0687,NA,825,-0.58984375,-0.6171875,-0.02734375
Rv0688,Rv0688,NA,1218,-0.59375,-0.62109375,-0.02734375
Rv0689c,Rv0689c,NA,252,-0.65234375,-0.64453125,0.0078125
Rv0690c,Rv0690c,NA,1047,-0.6796875,-0.671875,0.0078125
Rv0691c,Rv0691c,NA,594,-0.69140625,-0.70703125,-0.015625
Rv0691A,Rv0691A,NA,87,-0.67578125,-0.7109375,-0.03515625
Rv0692,Rv0692,NA,327,-0.671875,-0.69140625,-0.01953125
Rv0693,Rv0693,NA,1173,-0.66015625,-0.69921875,-0.0390625
Rv0694,Rv0694,NA,1188,-0.6796875,-0.703125,-0.0234375
Rv0695,Rv0695,NA,753,-0.703125,-0.7109375,-0.0078125
Rv0696,Rv0696,NA,1410,-0.70703125,-0.71875,-0.01171875
Rv0697,Rv0697,NA,1437,-0.6796875,-0.6875,-0.0078125
Rv0698,Rv0698,NA,609,-0.6640625,-0.6328125,0.03125
Rv0699,Rv0699,NA,219,-0.6640625,-0.66015625,0.00390625
Rv0700,Rv0700,rpsJ,303,-0.66015625,-0.6953125,-0.03515625
Rv0701,Rv0701,rplC,651,-0.62109375,-0.6640625,-0.04296875
Rv0702,Rv0702,rplD,669,-0.609375,-0.6484375,-0.0390625
Rv0703,Rv0703,rplW,300,-0.61328125,-0.64453125,-0.03125
Rv0704,Rv0704,rplB,840,-0.5625,-0.609375,-0.046875
Rv0705,Rv0705,rpsS,279,-0.484375,-0.51953125,-0.03515625
Rv0706,Rv0706,rplV,591,-0.455078125,-0.4921875,-0.037109375
Rv0707,Rv0707,rpsC,822,-0.43359375,-0.494140625,-0.060546875
Rv0708,Rv0708,rplP,414,-0.42578125,-0.4765625,-0.05078125
Rv0709,Rv0709,rpmC,231,-0.455078125,-0.486328125,-0.03125
Rv0710,Rv0710,rpsQ,408,-0.482421875,-0.515625,-0.033203125
Rv0711,Rv0711,atsA,2361,-0.5078125,-0.58203125,-0.07421875
